iter	Logloss
230	0.2171827363
231	0.2171737085
232	0.2171629475
233	0.2171581766
234	0.2171504416
235	0.2171434457
236	0.2171364182
237	0.2171201886
238	0.2171113801
239	0.2171059806
240	0.2170994304
241	0.2170878392
242	0.2170809704
243	0.2170660765
244	0.2170569992
245	0.2170482411
246	0.2170373559
247	0.2170294936
248	0.2170274689
249	0.2170165202
250	0.2170036803
251	0.2169964608
252	0.2169941635
253	0.2169807622
254	0.2169732474
255	0.216960479
256	0.2169507486
257	0.2169380444
258	0.2169301283
259	0.2169245302
260	0.2169191767
261	0.2169077691
262	0.2169005926
263	0.2168938265
264	0.2168901758
265	0.2168817341
266	0.2168769528
267	0.2168648865
268	0.2168598011
269	0.2168557128
270	0.2168513639
271	0.2168411766
272	0.2168373653
273	0.2168322386
274	0.2168269342
275	0.216824328
276	0.216812574
277	0.2168069179
278	0.2168019842
279	0.2167961818
280	0.2167893915
281	0.2167802678
282	0.2167728324
283	0.2167626921
284	0.2167564038
285	0.2167456096
286	0.2167370132
287	0.2167277278
288	0.2167229947
289	0.2167163761
290	0.2167109451
291	0.2167066692
292	0.2167011619
293	0.2166942992
294	0.2166909602
295	0.2166832903
296	0.216666885
297	0.2166572945
298	0.2166478697
299	0.2166351331
300	0.2166314384
301	0.2166214862
302	0.2165861985
303	0.2165787585
304	0.2165680256
305	0.2165618239
306	0.2165552221
307	0.2165526209
308	0.2165463499
309	0.2165394956
310	0.2165353609
311	0.2165306413
312	0.216525223
313	0.2165123541
314	0.2165044234
315	0.2164942077
316	0.2164736759
317	0.2164700187
318	0.2164655085
319	0.2164607286
320	0.216452355
321	0.2164472482
322	0.216440467
323	0.2164334684
324	0.2164262155
325	0.2164194798
326	0.2164157676
327	0.2164086809
328	0.2164033304
329	0.2164003392
330	0.2163981164
331	0.2163931574
332	0.2163902164
333	0.2163836822
334	0.2163799321
335	0.2163749417
336	0.2163726072
337	0.216370565
338	0.21636605
339	0.2163526166
340	0.2163423634
341	0.2163356771
342	0.2163256075
343	0.2163174408
344	0.216311043
345	0.2162977573
346	0.2162950923
347	0.2162858488
348	0.2162687452
349	0.2162619281
350	0.2162540479
351	0.2162483266
352	0.216243012
353	0.2162388174
354	0.2162267998
355	0.2162089398
356	0.2162071544
357	0.2162025552
358	0.2161905254
359	0.2161883029
360	0.2161836115
361	0.2161768036
362	0.2161676245
363	0.21615834
364	0.2161498438
365	0.2161463851
366	0.2161408446
367	0.2161332795
368	0.216128649
369	0.2161178251
370	0.2161153767
371	0.2161013125
372	0.2160913879
373	0.2160911487
374	0.2160845287
375	0.2160764301
376	0.2160660721
377	0.2160638355
378	0.2160564482
379	0.2160522863
380	0.2160457712
381	0.2160349626
382	0.2160320555
383	0.2160282558
384	0.2160229588
385	0.2160135015
386	0.2160093454
387	0.2160015636
388	0.2159940279
389	0.2159923473
390	0.2159807654
391	0.2159752577
392	0.2159716553
393	0.2159694967
394	0.2159522291
395	0.2159445093
396	0.2159344196
397	0.2159307071
398	0.2159292371
399	0.2159253354
400	0.2159230467
401	0.2159174084
402	0.2159138033
403	0.2159074728
404	0.2159022483
405	0.2158989985
406	0.2158926239
407	0.2158903726
408	0.2158840689
409	0.2158765363
410	0.2158750541
411	0.2158715643
412	0.2158650954
413	0.2158545934
414	0.2158462659
415	0.2158400871
416	0.2158355738
417	0.2158307032
418	0.2158215457
419	0.2158161551
420	0.2158121719
421	0.2158090651
422	0.2158012219
423	0.2157957454
424	0.2157899123
425	0.2157883514
426	0.2157778812
427	0.215756697
428	0.2157516633
429	0.2157406622
430	0.2157367958
431	0.2157331226
432	0.2157280525
433	0.2157255061
434	0.2157196632
435	0.2157164876
436	0.2157111136
437	0.2157081709
438	0.2157025278
439	0.2156973634
440	0.2156959805
441	0.2156911011
442	0.2156863848
443	0.2156788371
444	0.21567486
445	0.2156708132
446	0.2156683968
447	0.2156645683
448	0.215653289
449	0.2156505592
450	0.2156460719
451	0.2156394918
452	0.2156370055
453	0.2156315347
454	0.2156247003
455	0.2156189681
456	0.2156104614
457	0.2156028605
458	0.2155956012
459	0.2155910596
460	0.2155774258
461	0.2155730448
462	0.2155678267
463	0.2155626188
464	0.2155588069
465	0.2155551831
466	0.2155485165
467	0.2155445218
468	0.2155379687
469	0.2155320204
470	0.2155259785
471	0.2155203557
472	0.2155143496
473	0.2155066605
474	0.2155006273
475	0.2154947257
476	0.2154820736
477	0.2154734069
478	0.2154716966
479	0.2154674945
480	0.2154628065
481	0.2154534645
482	0.2154468805
483	0.215442719
484	0.2154319921
485	0.2154279875
486	0.2154244551
487	0.2154135251
488	0.2154061009
489	0.21540008
490	0.215394719
491	0.2153922864
492	0.2153866601
493	0.2153844334
494	0.2153780576
495	0.2153740524
496	0.215366189
497	0.2153493753
498	0.215345185
499	0.215342998
500	0.2153404406
501	0.2153364762
502	0.2153300252
503	0.2153274329
504	0.2153228876
505	0.2153150763
506	0.2152994248
507	0.215295138
508	0.2152902917
509	0.2152886985
510	0.215284651
511	0.215280459
512	0.2152757726
513	0.2152703086
514	0.2152671148
515	0.215263409
516	0.2152577822
517	0.2152419293
518	0.215240487
519	0.2152359911
520	0.2152246283
521	0.2152201022
522	0.2152175837
523	0.2152046993
524	0.21520044
525	0.2151949067
526	0.2151901624
527	0.215186066
528	0.2151838582
529	0.2151771058
530	0.2151723768
531	0.2151652404
532	0.2151609974
533	0.2151605449
534	0.2151507483
535	0.2151445312
536	0.215141039
537	0.2151330412
538	0.2151277523
539	0.2151223466
540	0.2151177294
541	0.215113221
542	0.2151091903
543	0.2151061939
544	0.2151013083
545	0.21509788
546	0.2150928111
547	0.2150876432
548	0.2150807718
549	0.2150790194
550	0.2150747145
551	0.2150709728
552	0.2150651036
553	0.215060706
554	0.2150555142
555	0.2150491276
556	0.2150479506
557	0.2150452951
558	0.2150423522
559	0.2150403106
560	0.2150393786
561	0.2150180564
562	0.2150120533
563	0.2150071237
564	0.2150004109
565	0.2149965798
566	0.2149894547
567	0.2149857397
568	0.2149793545
569	0.2149759483
570	0.2149712227
571	0.2149671504
572	0.214961996
573	0.2149589893
574	0.214955685
575	0.2149498735
576	0.2149457232
577	0.2149396832
578	0.2149376883
579	0.2149318626
580	0.214924001
581	0.2149229734
582	0.2149198796
583	0.2149170252
584	0.2149146062
585	0.2149140164
586	0.2149088098
587	0.2149040838
588	0.2149001757
589	0.2148964683
590	0.2148881326
591	0.2148830262
592	0.2148804717
593	0.2148754561
594	0.2148731064
595	0.2148694023
596	0.2148660873
597	0.2148602134
598	0.2148567018
599	0.2148530113
600	0.2148495118
601	0.2148477122
602	0.2148441655
603	0.2148399072
604	0.2148328591
605	0.2148275449
606	0.2148236227
607	0.2148134992
608	0.2148125075
609	0.2148095719
610	0.2148042145
611	0.214799763
612	0.2147953224
613	0.2147911653
614	0.2147875558
615	0.2147815621
616	0.2147790913
617	0.214772081
618	0.2147661574
619	0.214763277
620	0.2147596572
621	0.214753979
622	0.2147503378
623	0.2147462037
624	0.2147422165
625	0.2147381362
626	0.2147355686
627	0.2147326818
628	0.2147277344
629	0.2147237883
630	0.214719742
631	0.2147161691
632	0.2147109604
633	0.214706017
634	0.214703756
635	0.2146989762
636	0.2146941975
637	0.2146909031
638	0.2146875751
639	0.2146810007
640	0.2146770671
641	0.2146725301
642	0.2146700216
643	0.2146669122
644	0.2146647835
645	0.2146630457
646	0.2146602637
647	0.2146590744
648	0.21465226
649	0.2146488181
650	0.2146460054
651	0.2146435559
652	0.2146388925
653	0.2146303399
654	0.2146273776
655	0.2146254478
656	0.2146230084
657	0.2146115698
658	0.2146099154
659	0.2146085477
660	0.2146051136
661	0.2146017614
662	0.2145965369
663	0.2145934621
664	0.2145890308
665	0.2145869083
666	0.2145827099
667	0.2145801849
668	0.2145795333
669	0.2145774151
670	0.2145740916
671	0.2145728817
672	0.2145647837
673	0.2145630343
674	0.2145605565
675	0.2145575536
676	0.2145559652
677	0.2145546864
678	0.2145537443
679	0.2145509848
680	0.2145467669
681	0.2145409564
682	0.2145391705
683	0.2145338728
684	0.2145313574
685	0.2145284561
686	0.2145232254
687	0.214522366
688	0.2145179294
689	0.2145131904
690	0.2145067447
691	0.2145041617
692	0.2145015148
693	0.2145008274
694	0.2144988514
695	0.214498254
696	0.2144958972
697	0.2144950492
698	0.2144912231
699	0.2144865979
700	0.2144834244
701	0.2144828814
702	0.2144797135
703	0.2144754234
704	0.2144719546
705	0.214466563
706	0.2144597561
707	0.2144529236
708	0.2144462295
709	0.2144401719
710	0.2144381985
711	0.2144330871
712	0.2144297884
713	0.2144265886
714	0.2144239543
715	0.2144199845
716	0.2144100698
717	0.2144057894
718	0.214401168
719	0.2144007246
720	0.2143952592
721	0.214390629
722	0.2143888802
723	0.2143857642
724	0.214374896
725	0.2143740447
726	0.2143671207
727	0.214366124
728	0.2143624798
729	0.2143567346
730	0.2143508705
731	0.2143381769
732	0.214334595
733	0.2143327689
734	0.2143300803
735	0.2143254385
736	0.2143194406
737	0.2143168092
738	0.2143129195
739	0.2143090004
740	0.2143055518
741	0.2143021097
742	0.2142974404
743	0.2142933268
744	0.2142896192
745	0.2142868974
746	0.2142811519
747	0.2142754344
748	0.2142738343
749	0.2142716368
750	0.2142645748
751	0.2142609121
752	0.214257871
753	0.2142525358
754	0.2142475987
755	0.2142392877
756	0.2142310409
757	0.2142288994
758	0.2142250392
759	0.2142165151
760	0.2142140888
761	0.2142074382
762	0.2141988643
763	0.2141950233
764	0.2141929934
765	0.2141891335
766	0.2141872935
767	0.214183664
768	0.2141807437
769	0.2141758894
770	0.2141696609
771	0.2141662874
772	0.2141623652
773	0.2141586637
774	0.2141549643
775	0.2141512926
